id,kind,src,video,poem,type,work,title,prompt
P002_a-wall_1,image,cut/out/thumbs/P002_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P002_a-wall_1,"""a wall"" — cut from P002. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P002_a-bed_0,image,cut/out/thumbs/P002_a-bed_0.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P002_a-bed_0,"""a bed"" — cut from P002. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-person_0,image,cut/out/thumbs/P003_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P003_a-person_0,"""a person"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-person_1,image,cut/out/thumbs/P003_a-person_1.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P003_a-person_1,"""a person"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-human-face_0,image,cut/out/thumbs/P003_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P003_a-human-face_0,"""a human face"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-window_0,image,cut/out/thumbs/P003_a-window_0.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P003_a-window_0,"""a window"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-window_1,image,cut/out/thumbs/P003_a-window_1.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P003_a-window_1,"""a window"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-window_2,image,cut/out/thumbs/P003_a-window_2.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P003_a-window_2,"""a window"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-window_3,image,cut/out/thumbs/P003_a-window_3.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P003_a-window_3,"""a window"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-light_3,image,cut/out/thumbs/P003_a-light_3.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P003_a-light_3,"""a light"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-lamp_0,image,cut/out/thumbs/P003_a-lamp_0.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P003_a-lamp_0,"""a lamp"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-wall_0,image,cut/out/thumbs/P003_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P003_a-wall_0,"""a wall"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-wall_1,image,cut/out/thumbs/P003_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P003_a-wall_1,"""a wall"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-wall_2,image,cut/out/thumbs/P003_a-wall_2.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P003_a-wall_2,"""a wall"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-bed_0,image,cut/out/thumbs/P003_a-bed_0.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P003_a-bed_0,"""a bed"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P003_a-road_0,image,cut/out/thumbs/P003_a-road_0.webp,,01 OUT OF LIFE,a road,archive · cut-outs,P003_a-road_0,"""a road"" — cut from P003. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-person_0,image,cut/out/thumbs/P004_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P004_a-person_0,"""a person"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-human-face_0,image,cut/out/thumbs/P004_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P004_a-human-face_0,"""a human face"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-hand_1,image,cut/out/thumbs/P004_a-hand_1.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P004_a-hand_1,"""a hand"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-light_0,image,cut/out/thumbs/P004_a-light_0.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P004_a-light_0,"""a light"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-light_1,image,cut/out/thumbs/P004_a-light_1.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P004_a-light_1,"""a light"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-lamp_0,image,cut/out/thumbs/P004_a-lamp_0.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P004_a-lamp_0,"""a lamp"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-lamp_1,image,cut/out/thumbs/P004_a-lamp_1.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P004_a-lamp_1,"""a lamp"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-lamp_2,image,cut/out/thumbs/P004_a-lamp_2.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P004_a-lamp_2,"""a lamp"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-wall_0,image,cut/out/thumbs/P004_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P004_a-wall_0,"""a wall"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-wall_1,image,cut/out/thumbs/P004_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P004_a-wall_1,"""a wall"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-wall_2,image,cut/out/thumbs/P004_a-wall_2.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P004_a-wall_2,"""a wall"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P004_a-bed_0,image,cut/out/thumbs/P004_a-bed_0.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P004_a-bed_0,"""a bed"" — cut from P004. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-person_0,image,cut/out/thumbs/P005_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P005_a-person_0,"""a person"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-human-face_0,image,cut/out/thumbs/P005_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P005_a-human-face_0,"""a human face"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-hand_0,image,cut/out/thumbs/P005_a-hand_0.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P005_a-hand_0,"""a hand"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-hand_1,image,cut/out/thumbs/P005_a-hand_1.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P005_a-hand_1,"""a hand"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-light_0,image,cut/out/thumbs/P005_a-light_0.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P005_a-light_0,"""a light"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-lamp_0,image,cut/out/thumbs/P005_a-lamp_0.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P005_a-lamp_0,"""a lamp"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-lamp_2,image,cut/out/thumbs/P005_a-lamp_2.webp,,01 OUT OF LIFE,a lamp,archive · cut-outs,P005_a-lamp_2,"""a lamp"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-wall_0,image,cut/out/thumbs/P005_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P005_a-wall_0,"""a wall"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-wall_1,image,cut/out/thumbs/P005_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P005_a-wall_1,"""a wall"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P005_a-bed_0,image,cut/out/thumbs/P005_a-bed_0.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P005_a-bed_0,"""a bed"" — cut from P005. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-person_0,image,cut/out/thumbs/P006_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P006_a-person_0,"""a person"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-human-face_0,image,cut/out/thumbs/P006_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P006_a-human-face_0,"""a human face"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-window_0,image,cut/out/thumbs/P006_a-window_0.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P006_a-window_0,"""a window"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-light_2,image,cut/out/thumbs/P006_a-light_2.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P006_a-light_2,"""a light"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-wall_0,image,cut/out/thumbs/P006_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P006_a-wall_0,"""a wall"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-wall_1,image,cut/out/thumbs/P006_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P006_a-wall_1,"""a wall"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-wall_2,image,cut/out/thumbs/P006_a-wall_2.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P006_a-wall_2,"""a wall"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-bed_0,image,cut/out/thumbs/P006_a-bed_0.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P006_a-bed_0,"""a bed"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-bed_1,image,cut/out/thumbs/P006_a-bed_1.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P006_a-bed_1,"""a bed"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P006_a-bed_2,image,cut/out/thumbs/P006_a-bed_2.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P006_a-bed_2,"""a bed"" — cut from P006. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-person_0,image,cut/out/thumbs/P007_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P007_a-person_0,"""a person"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-human-face_0,image,cut/out/thumbs/P007_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P007_a-human-face_0,"""a human face"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-person-in-mid-air_0,image,cut/out/thumbs/P007_a-person-in-mid-air_0.webp,,01 OUT OF LIFE,a person in mid-air,archive · cut-outs,P007_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-light_7,image,cut/out/thumbs/P007_a-light_7.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P007_a-light_7,"""a light"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-wall_0,image,cut/out/thumbs/P007_a-wall_0.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P007_a-wall_0,"""a wall"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-wall_1,image,cut/out/thumbs/P007_a-wall_1.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P007_a-wall_1,"""a wall"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-wall_2,image,cut/out/thumbs/P007_a-wall_2.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P007_a-wall_2,"""a wall"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-wall_3,image,cut/out/thumbs/P007_a-wall_3.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P007_a-wall_3,"""a wall"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-wall_4,image,cut/out/thumbs/P007_a-wall_4.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P007_a-wall_4,"""a wall"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-wall_5,image,cut/out/thumbs/P007_a-wall_5.webp,,01 OUT OF LIFE,a wall,archive · cut-outs,P007_a-wall_5,"""a wall"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-bed_0,image,cut/out/thumbs/P007_a-bed_0.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P007_a-bed_0,"""a bed"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-bed_1,image,cut/out/thumbs/P007_a-bed_1.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P007_a-bed_1,"""a bed"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-bed_2,image,cut/out/thumbs/P007_a-bed_2.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P007_a-bed_2,"""a bed"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_a-bed_3,image,cut/out/thumbs/P007_a-bed_3.webp,,01 OUT OF LIFE,a bed,archive · cut-outs,P007_a-bed_3,"""a bed"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P007_the-sky_0,image,cut/out/thumbs/P007_the-sky_0.webp,,01 OUT OF LIFE,the sky,archive · cut-outs,P007_the-sky_0,"""the sky"" — cut from P007. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P008_a-person_0,image,cut/out/thumbs/P008_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P008_a-person_0,"""a person"" — cut from P008. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
